,Location,Name,Rooms,Guests,Pets,Wifi,Free_parking,Refrigerator,Kitchen,Smoke_alarm,Cooling,Heating,TV,Bed_lines,Washer,Super_host,Price,Review_count,Total_rate
1700,Baltimore,Townhouse in Canton,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1701,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1702,Baltimore,Townhouse in Federal Hill - Montgomery,2,3,False,True,,True,True,,True,True,True,True,True,True,687,52,4.94
1703,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1704,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1705,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
1706,Baltimore,Apartment in Downtown Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,506,40,4.88
1707,Baltimore,Room in Bolton Hill,1,2,False,True,True,True,True,True,True,True,True,True,True,True,292,155,4.8
1708,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
1709,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
1710,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1711,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1712,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1713,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1714,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1715,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1716,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1717,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1718,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
1719,Baltimore,Townhouse in Canton,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1720,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1721,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1722,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1723,Baltimore,Room in Inner Harbor,1,2,True,True,True,True,True,,True,True,True,True,True,False,214,167,4.37
1724,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
1725,Baltimore,Room in Bolton Hill,1,2,False,True,True,True,True,True,True,True,True,True,True,True,292,155,4.8
1726,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1727,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
1728,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1729,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1730,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1731,Baltimore,Apartment in Baltimore,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1732,Baltimore,Apartment in Baltimore,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1733,Baltimore,Apartment in Baltimore,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1734,Baltimore,Room in Baltimore,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1735,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1736,Baltimore,Home in Baltimore,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1737,Parkville,Room in Parkville,1,2,False,True,True,True,True,True,True,True,,,,False,164,4,5.0
1738,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1739,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1740,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1741,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
1742,Parkville,Guesthouse in Parkville,1,2,True,True,True,True,True,,True,True,True,True,True,False,313,9,4.78
1743,Baltimore,Apartment in Baltimore,1,4,True,True,True,True,True,,True,True,True,True,True,True,491,59,4.93
1744,Baltimore,Townhouse in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1745,Baltimore,Apartment in Baltimore,2,3,False,True,True,,True,,True,True,True,,,True,483,151,4.86
1746,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1747,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1748,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1749,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1750,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1751,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1752,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1753,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1754,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1755,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
1756,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1757,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
1758,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
1759,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
1760,Baltimore,Apartment in Downtown Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,506,40,4.88
1761,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1762,Baltimore,Room in Inner Harbor,1,2,True,True,True,True,True,,True,True,True,True,True,False,214,167,4.37
1763,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1764,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1765,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1766,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1767,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1768,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1769,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1770,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1771,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1772,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
1773,Baltimore,Townhouse in Canton,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1774,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1775,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1776,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1777,Baltimore,Room in Inner Harbor,1,2,True,True,True,True,True,,True,True,True,True,True,False,214,167,4.37
1778,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
1779,Baltimore,Room in Bolton Hill,1,2,False,True,True,True,True,True,True,True,True,True,True,True,292,155,4.8
1780,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1781,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
1782,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1783,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1784,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1785,Baltimore,Apartment in Baltimore,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1786,Baltimore,Apartment in Baltimore,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1787,Baltimore,Apartment in Baltimore,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1788,Baltimore,Room in Baltimore,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1789,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1790,Baltimore,Home in Baltimore,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1791,Parkville,Room in Parkville,1,2,False,True,True,True,True,True,True,True,,,,False,164,4,5.0
1792,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1793,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1794,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1795,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
1796,Parkville,Guesthouse in Parkville,1,2,True,True,True,True,True,,True,True,True,True,True,False,313,9,4.78
1797,Baltimore,Apartment in Baltimore,1,4,True,True,True,True,True,,True,True,True,True,True,True,491,59,4.93
1798,Baltimore,Townhouse in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1799,Baltimore,Apartment in Baltimore,2,3,False,True,True,,True,,True,True,True,,,True,483,151,4.86
1800,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1801,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1802,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1803,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1804,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1805,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1806,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1807,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1808,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1809,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
1810,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1811,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
1812,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
1813,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
1814,Baltimore,Apartment in Downtown Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,506,40,4.88
1815,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1816,Baltimore,Room in Inner Harbor,1,2,True,True,True,True,True,,True,True,True,True,True,False,214,167,4.37
1817,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1818,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1819,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1820,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1821,Baltimore,Apartment in Baltimore,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1822,Baltimore,Apartment in Baltimore,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1823,Baltimore,Apartment in Baltimore,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1824,Baltimore,Room in Baltimore,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1825,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1826,Baltimore,Home in Baltimore,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1827,Parkville,Room in Parkville,1,2,False,True,True,True,True,True,True,True,,,,False,164,4,5.0
1828,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1829,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1830,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1831,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
1832,Parkville,Guesthouse in Parkville,1,2,True,True,True,True,True,,True,True,True,True,True,False,313,9,4.78
1833,Baltimore,Apartment in Baltimore,1,4,True,True,True,True,True,,True,True,True,True,True,True,491,59,4.93
1834,Baltimore,Townhouse in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1835,Baltimore,Apartment in Baltimore,2,3,False,True,True,,True,,True,True,True,,,True,483,151,4.86
1836,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1837,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1838,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1839,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1840,Baltimore,Townhouse in Canton,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1841,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1842,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1843,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1844,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1845,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
1846,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
1847,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1848,Baltimore,Room in Bolton Hill,1,2,False,True,True,True,True,True,True,True,True,True,True,True,292,155,4.8
1849,Baltimore,Townhouse in Federal Hill - Montgomery,2,3,False,True,,True,True,,True,True,True,True,True,True,687,52,4.94
1850,Baltimore,Apartment in Downtown Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,506,40,4.88
1851,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1852,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
1853,Baltimore,Apartment in Baltimore,1,4,True,True,True,True,True,,True,True,True,True,True,True,491,59,4.93
1854,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1855,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1856,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1857,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1858,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
